epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1589750078,05/17/2020 17:14:38 -04:00,4,43.6309,-70.2959,04106,Asphalt ,Throat irritated ,
1589766832,05/17/2020 21:53:52 -04:00,1,43.6298,-70.2699,04106,,,
1589791790,05/18/2020 04:49:50 -04:00,3,43.6304,-70.2847,04106,4;40 am awoken by a Petroleum  and asphalt smell. Disgusting smell.,,
1589802181,05/18/2020 07:43:01 -04:00,4,43.6274,-70.279,04106,Oil,,
1589802455,05/18/2020 07:47:35 -04:00,4,43.625,-70.2789,04106,Petroleum’s ,,
1589817689,05/18/2020 12:01:29 -04:00,2,43.6331,-70.284,04106,Tar,None,
1589818804,05/18/2020 12:20:04 -04:00,1,43.6437,-70.2425,04106,,,
1589837142,05/18/2020 17:25:42 -04:00,4,43.6301,-70.2938,04106,,,
1589845893,05/18/2020 19:51:33 -04:00,5,43.6511,-70.2332,04106,,,
1589849931,05/18/2020 20:58:51 -04:00,3,43.6265,-70.2949,04106,Industrial,Burning in my nose,
1589858094,05/18/2020 23:14:54 -04:00,3,43.6202,-70.2684,04106,Asphalt ,Nose burn,
1589886415,05/19/2020 07:06:55 -04:00,4,43.6311,-70.2856,04106,,,
1589886594,05/19/2020 07:09:54 -04:00,4,43.6301,-70.2839,04106,Strong  Petroleum and asphalt odor ,,
1589893770,05/19/2020 09:09:30 -04:00,4,43.6294,-70.2849,04106,Petroleum ,,
1589951266,05/20/2020 01:07:46 -04:00,4,43.6323,-70.2469,04106,Burnt tar,"Headache, nausea ",
1589951328,05/20/2020 01:08:48 -04:00,4,43.6349,-70.244,04106,Burning gas,Headache,
1589959712,05/20/2020 03:28:32 -04:00,4,43.6385,-70.2531,04106,Gas/Industrial ,Sneezing/headache,
1589970302,05/20/2020 06:25:02 -04:00,3,43.6395,-70.2528,04106,,,
1589972419,05/20/2020 07:00:19 -04:00,3,43.637,-70.2415,04106,Petroleum ,,
1589973824,05/20/2020 07:23:44 -04:00,5,43.6515,-70.2707,04102,Tanker offloading in South Portland,Trouble breathing. I have asthma.,I noticed this smell again several times this week. The odor seems stronger this week than it has been in the past. I cannot be outside.
1589974327,05/20/2020 07:32:07 -04:00,3,43.6291,-70.2571,04106,Gas,,
1589985683,05/20/2020 10:41:23 -04:00,5,43.6301,-70.2847,04106,"Petroleum and asphalt smell is very heavy, again today",,
1590095609,05/21/2020 17:13:29 -04:00,4,43.658,-70.2987,04102,Petrochemical ,Irritated nose,
1590125725,05/22/2020 01:35:25 -04:00,3,43.6284,-70.2913,04106,Industrial fumes,Eyes starting to water,
1590129417,05/22/2020 02:36:57 -04:00,4,43.6283,-70.2914,04106,Fumes like diesel or fuel of some sort,Burning sinuses and eyes,
1590149346,05/22/2020 08:09:06 -04:00,3,43.6347,-70.2696,04106,Gas,,
1590193861,05/22/2020 20:31:01 -04:00,4,43.6397,-70.2545,04106,,,
1590194623,05/22/2020 20:43:43 -04:00,3,43.6361,-70.2688,04106,Petroleum tank fumes ,Headache ,
1590194645,05/22/2020 20:44:05 -04:00,5,43.6352,-70.2712,04106,Industrial gas,Light headed,
1590195782,05/22/2020 21:03:02 -04:00,3,43.6339,-70.2703,04106,Petroleum,,
1590197124,05/22/2020 21:25:24 -04:00,3,43.6483,-70.2261,04106,Gulf,,
1590197462,05/22/2020 21:31:02 -04:00,3,43.6446,-70.2294,04106,Gulf,,
1590198223,05/22/2020 21:43:43 -04:00,5,43.6413,-70.2322,04106,Gulf,,
1590198912,05/22/2020 21:55:12 -04:00,5,43.6437,-70.2268,04106,Oil drums,,
1590201334,05/22/2020 22:35:34 -04:00,3,43.6547,-70.2744,04102,It’s the p**p plant,nayusty,
1590217922,05/23/2020 03:12:02 -04:00,3,43.6277,-70.294,04106,"Fumes, fuel?",Headache,
1590228188,05/23/2020 06:03:08 -04:00,4,43.6289,-70.2918,04106,"Fumes, industrial or fuel? ","Eyes burning, sinuses burning",
1590230639,05/23/2020 06:43:59 -04:00,5,43.6232,-70.2903,04106,Petroleum,"Nausea, headache, can’t even open my windows",
1590231348,05/23/2020 06:55:48 -04:00,5,43.6226,-70.2923,04106,Petroleum ,Headache,
1590235410,05/23/2020 08:03:30 -04:00,4,43.6312,-70.2862,04106,Petroleum and asphalt house invasive odor,,
1590239210,05/23/2020 09:06:50 -04:00,5,43.6296,-70.2825,04106,RANK petroleum and asphalt odor - when are we going to get some relief ?,,
1590239646,05/23/2020 09:14:06 -04:00,4,43.6314,-70.2848,04106,,,
1590268803,05/23/2020 17:20:03 -04:00,5,43.6357,-70.2755,04106,Petroleum ,,
1590285699,05/23/2020 22:01:39 -04:00,3,43.6273,-70.2911,04106,"Fumes, industrial or fuel of some sort?",Burning eyes,
1590317918,05/24/2020 06:58:38 -04:00,5,43.6344,-70.2713,04106,Asphalt ,,
1590405000,05/25/2020 07:10:00 -04:00,4,43.636,-70.2779,04106,,,
1590428480,05/25/2020 13:41:20 -04:00,3,43.6333,-70.2827,04106,Asphalt,Headache,
1590540144,05/26/2020 20:42:24 -04:00,4,43.6413,-70.2311,04106,Gulf,,
1590563244,05/27/2020 03:07:24 -04:00,4,43.6268,-70.2913,04106,"Industrial, fuel, petroleum ","Burns in my chest, sinuses and eyes",
1590568528,05/27/2020 04:35:28 -04:00,4,43.6306,-70.2858,04106,4:30AM awoken by n*sty petroleum and asphalt smell  invading my house..,,
1590679010,05/28/2020 11:16:50 -04:00,3,43.6354,-70.2856,04106,,,
1590704584,05/28/2020 18:23:04 -04:00,3,43.6366,-70.2696,04106,Industrial ,Headache ,
1590708366,05/28/2020 19:26:06 -04:00,3,43.6435,-70.2449,04106,Industrial,None,
1590711270,05/28/2020 20:14:30 -04:00,5,43.6524,-70.2731,04102,Tar,"Headache, scratchy throat. ",
1590762266,05/29/2020 10:24:26 -04:00,3,43.6524,-70.2724,04102,Fuel tanks. ,,
1590774431,05/29/2020 13:47:11 -04:00,3,43.6478,-70.2719,04102,Tar,,
1590842442,05/30/2020 08:40:42 -04:00,3,43.6514,-70.2717,04102,Oil delivery,Asthma,
1590845186,05/30/2020 09:26:26 -04:00,3,43.6352,-70.2682,04106,"Industrial, gas, tar",,
1590846707,05/30/2020 09:51:47 -04:00,2,43.6348,-70.2703,04106,Petroleum tank fumes ,,
1590848002,05/30/2020 10:13:22 -04:00,4,43.6341,-70.2701,04106,Oil tanks,,
1590848542,05/30/2020 10:22:22 -04:00,5,43.6338,-70.2707,04106,"Oil, asphalt. Really gross to smell while I’m outside working in my garden",Headache ,
1590874151,05/30/2020 17:29:11 -04:00,5,43.6298,-70.2713,04106,Oil,,
1590888368,05/30/2020 21:26:08 -04:00,3,43.6211,-70.2685,04106,Asphalt ,Headache,
1590894369,05/30/2020 23:06:09 -04:00,5,43.6211,-70.2723,04106,Burning fumes,Headache,
1590894627,05/30/2020 23:10:27 -04:00,5,43.6301,-70.284,04106,Petroleum and asphalt odor house invasion- this is criminal!,,
1590897110,05/30/2020 23:51:50 -04:00,4,43.6512,-70.2714,04102,Tar/ oil fumes. ,"Headache, nose irritation. ",
1590897987,05/31/2020 00:06:27 -04:00,3,43.6304,-70.2909,04106,Diesel ,Nasal/sinus pain,
1590898705,05/31/2020 00:18:25 -04:00,5,43.6418,-70.2321,04106,Gulf,Nausea ,
1590898778,05/31/2020 00:19:38 -04:00,5,43.6432,-70.2338,04106,Typical late night toxic tank fumes from GULF,,
1590902190,05/31/2020 01:16:30 -04:00,5,43.6434,-70.233,04106,Gulf really bad ,Sick,
1590918811,05/31/2020 05:53:31 -04:00,5,43.634,-70.2723,04106,"Asphalt, petroleum, gas. Just a morning walk with the dog and it smells awful!",,
1590924826,05/31/2020 07:33:46 -04:00,4,43.6249,-70.2791,04106,,,
1590925747,05/31/2020 07:49:07 -04:00,3,43.6309,-70.2718,04106,,,
1590928278,05/31/2020 08:31:18 -04:00,3,43.6299,-70.2736,04106,Tar,Headache,
1590941591,05/31/2020 12:13:11 -04:00,3,43.6315,-70.2739,04106,,,
1590949421,05/31/2020 14:23:41 -04:00,4,43.631,-70.272,04106,petrochemical rank from the oil tank stank,,
1590952484,05/31/2020 15:14:44 -04:00,3,43.632,-70.2655,04106,,,
1590956545,05/31/2020 16:22:25 -04:00,3,43.63,-70.2812,04106,,,
1590957508,05/31/2020 16:38:28 -04:00,3,43.6353,-70.2782,04106,,,
1590959733,05/31/2020 17:15:33 -04:00,3,43.6284,-70.2602,04106,Oil,,
1590966617,05/31/2020 19:10:17 -04:00,4,43.6197,-70.2682,04106,Industrial Tar,Nose burn,
1590969760,05/31/2020 20:02:40 -04:00,4,43.6353,-70.2864,04106,Petroleum / industrial,,
1590978797,05/31/2020 22:33:17 -04:00,4,43.6196,-70.2711,04106,Asphalt ,Nose irritated ,
1590979760,05/31/2020 22:49:20 -04:00,4,43.621,-70.2713,04106,Tar,EPA issue,
1591012956,06/01/2020 08:02:36 -04:00,3,43.6285,-70.2585,04106,,,
1591023262,06/01/2020 10:54:22 -04:00,4,43.6322,-70.2711,04106,Oil tanks ,,
1591027438,06/01/2020 12:03:58 -04:00,5,43.6357,-70.286,04106,,,
1591028631,06/01/2020 12:23:51 -04:00,3,43.6248,-70.2788,04106,,,
1591029570,06/01/2020 12:39:30 -04:00,3,43.6358,-70.2882,04106,,,
1591037352,06/01/2020 14:49:12 -04:00,3,43.6302,-70.2705,04106,Tar,,
1591044132,06/01/2020 16:42:12 -04:00,3,43.6288,-70.2714,04106,Gasoline,Sore throat,
1591112493,06/02/2020 11:41:33 -04:00,4,43.6309,-70.2739,04106,Gasoline,Headache,
1591113174,06/02/2020 11:52:54 -04:00,4,43.6341,-70.2703,04106,Oil tanks ,,
1591113356,06/02/2020 11:55:56 -04:00,4,43.6296,-70.2682,04106,Asphalt or oil ,nose irritation,
1591128520,06/02/2020 16:08:40 -04:00,4,43.6472,-70.2752,04102,Tar fumes ,,
1591130345,06/02/2020 16:39:05 -04:00,4,43.6493,-70.2721,04102,Oil emissions,Asthma,
1591137387,06/02/2020 18:36:27 -04:00,4,43.6517,-70.2717,04102,Asphalt ,,
1591183473,06/03/2020 07:24:33 -04:00,5,43.6312,-70.2788,04106,"Oil, petroleum",Throat burning,
1591183896,06/03/2020 07:31:36 -04:00,3,43.6251,-70.2768,04106,Industrial,,
1591194181,06/03/2020 10:23:01 -04:00,3,43.6449,-70.2698,04102,Petro,Headache,
1591201029,06/03/2020 12:17:09 -04:00,5,43.6326,-70.2818,04106,Asphalt,"So bad that I cannot eat lunch  outside in my yard, smell is so strong it fills your mouth",
1591205259,06/03/2020 13:27:39 -04:00,4,43.6347,-70.2763,04106,Oil smell,,
1591221761,06/03/2020 18:02:41 -04:00,3,43.6537,-70.2685,04102,Gas fumes ,,
1591226976,06/03/2020 19:29:36 -04:00,3,43.6319,-70.2849,04106,Odor,Headache,
1591230191,06/03/2020 20:23:11 -04:00,5,43.6239,-70.3037,04106,Petroleum,Headache ,
1591230226,06/03/2020 20:23:46 -04:00,5,43.6244,-70.3046,04106,Petroleum ,,
1591262462,06/04/2020 05:21:02 -04:00,3,43.6429,-70.2403,04106,Burning tires,,
1591265346,06/04/2020 06:09:06 -04:00,3,43.6425,-70.2428,04106,Oil,None,
1591269663,06/04/2020 07:21:03 -04:00,3,43.6376,-70.2333,04106,Asphalt,Headache,
1591271195,06/04/2020 07:46:35 -04:00,3,43.6434,-70.2338,04106,,,
1591282602,06/04/2020 10:56:42 -04:00,1,43.6309,-70.2855,04106,,,
1591294228,06/04/2020 14:10:28 -04:00,3,43.6473,-70.2717,04102,Oil fumes ,,
1591315550,06/04/2020 20:05:50 -04:00,4,43.648,-70.2712,04102,Tar fumes ,,
1591388912,06/05/2020 16:28:32 -04:00,3,43.6476,-70.2721,04102,Tar fumes ,,
1591438662,06/06/2020 06:17:42 -04:00,3,43.6256,-70.2761,04106,Industrial,,
1591460231,06/06/2020 12:17:11 -04:00,3,43.6371,-70.2749,04106,Smells ,,
1591460415,06/06/2020 12:20:15 -04:00,4,43.6365,-70.2759,04106,Bad by tanks smell,,
1591476195,06/06/2020 16:43:15 -04:00,3,43.6337,-70.2468,04106,Oil,Sore throat,
1591493241,06/06/2020 21:27:21 -04:00,4,43.6512,-70.2715,04102,Oil fumes,,
1591495407,06/06/2020 22:03:27 -04:00,4,43.6315,-70.2893,04106,Oil,,
1591523873,06/07/2020 05:57:53 -04:00,3,43.6316,-70.2853,04106,,,
1591524056,06/07/2020 06:00:56 -04:00,4,43.6239,-70.2786,04106,,,
1591533216,06/07/2020 08:33:36 -04:00,4,43.6337,-70.2773,04106,"Gas, oil",,
1591539749,06/07/2020 10:22:29 -04:00,3,43.6295,-70.2845,04106,Petroleum and asphalt odor yet again,Congestion and headache,
1591554124,06/07/2020 14:22:04 -04:00,1,43.6327,-70.2862,04106,,,
1591559981,06/07/2020 15:59:41 -04:00,3,43.6293,-70.2716,04106,Gas,,
1591564513,06/07/2020 17:15:13 -04:00,3,43.6294,-70.2682,04106,Petroleum ,,
1591584475,06/07/2020 22:47:55 -04:00,4,43.6231,-70.2641,04106,Tanks,,
1591625719,06/08/2020 10:15:19 -04:00,4,43.6318,-70.2845,04106,Oil,,
1591628553,06/08/2020 11:02:33 -04:00,3,43.6323,-70.2701,04106,Oil tanks,,
1591633365,06/08/2020 12:22:45 -04:00,4,43.6331,-70.2721,04106,Petroleum,,
1591639359,06/08/2020 14:02:39 -04:00,2,43.624,-70.3028,04106,Petroleum,,
1591646980,06/08/2020 16:09:40 -04:00,1,43.6437,-70.2434,04106,,,
1591665898,06/08/2020 21:24:58 -04:00,2,43.6353,-70.2684,04106,Petroleum tank fumes ,,
1591669423,06/08/2020 22:23:43 -04:00,4,43.6295,-70.2714,04106,,,
1591727753,06/09/2020 14:35:53 -04:00,3,43.6319,-70.2869,04106,Smell,,
1591742896,06/09/2020 18:48:16 -04:00,5,43.6352,-70.2864,04106,Rotten eggs,,Disgusting!
1591751333,06/09/2020 21:08:53 -04:00,3,43.6499,-70.2645,04102,Gas/Oil,Nausea/Headache,"Many people in the Nextdoor app have also expressed concern of a gas smell in the West End of Portland, ME. I feel like I’m being poisoned slowly through breathing."
1591825626,06/10/2020 17:47:06 -04:00,2,43.636,-70.2439,04106,,,
1591882383,06/11/2020 09:33:03 -04:00,1,43.6372,-70.2777,04106,,,
1591959562,06/12/2020 06:59:22 -04:00,2,43.6342,-70.2691,04106,Petroleum tank fumes ,Sore throat,
1591960833,06/12/2020 07:20:33 -04:00,3,43.6301,-70.2846,04106,Petrochemical smell,Breathing and eye irritation,
1591962987,06/12/2020 07:56:27 -04:00,5,43.631,-70.2751,04106,Propane,,
1591999555,06/12/2020 18:05:55 -04:00,3,43.6464,-70.2735,04102,Oil tar fumes. ,,
1592002626,06/12/2020 18:57:06 -04:00,4,43.6534,-70.2724,04102,Tar fume ,,
1592005629,06/12/2020 19:47:09 -04:00,3,43.6364,-70.2691,04106,Tar,,
1592011918,06/12/2020 21:31:58 -04:00,3,43.6424,-70.2355,04106,Tank fumes gulf,,
1592014982,06/12/2020 22:23:02 -04:00,4,43.639,-70.2319,04106,Rotten eggs and burned rubber,,
1592015005,06/12/2020 22:23:25 -04:00,4,43.6368,-70.2337,04106,Rotten eggs,Head ache,
1592023861,06/13/2020 00:51:01 -04:00,5,43.6222,-70.2738,04106,Burning fumes woke me from sleep,Nausea ,
1592037033,06/13/2020 04:30:33 -04:00,4,43.6282,-70.2589,04106,Rotten eggs,Does not feel good to breathe,
1592045668,06/13/2020 06:54:28 -04:00,4,43.6315,-70.285,04106,Chemical ,Irritating breathing,
1592045673,06/13/2020 06:54:33 -04:00,5,43.6307,-70.2728,04106,Tar,,
1592045890,06/13/2020 06:58:10 -04:00,4,43.6305,-70.2718,04106,Tar,,
1592143786,06/14/2020 10:09:46 -04:00,4,43.6317,-70.2833,04106,Petroleum smell,Hard breathing and irritated eyes,
1592178546,06/14/2020 19:49:06 -04:00,3,43.6333,-70.2773,04106,,,
1592178813,06/14/2020 19:53:33 -04:00,5,43.6346,-70.277,04106,,,
1592212789,06/15/2020 05:19:49 -04:00,5,43.634,-70.2695,04106,Oil tanks - can smell inside my house,,
1592218228,06/15/2020 06:50:28 -04:00,5,43.626,-70.2758,04106,Oil,,
1592223288,06/15/2020 08:14:48 -04:00,3,43.6287,-70.2862,04106,Oil ,,
1592232916,06/15/2020 10:55:16 -04:00,4,43.6312,-70.2835,04106,Petroleum smell,"Eye, throat, breathing irritation",
1592236887,06/15/2020 12:01:27 -04:00,4,43.6304,-70.2864,04106,Petroleum related,Irritated eyes and respirTory,
1592239204,06/15/2020 12:40:04 -04:00,3,43.6249,-70.302,04106,Petrolium,Headache,
1592295109,06/16/2020 04:11:49 -04:00,4,43.6358,-70.2422,04106,Oil,,
1592298008,06/16/2020 05:00:08 -04:00,4,43.634,-70.2698,04106,Petroleum tank fumes ,,
1592300915,06/16/2020 05:48:35 -04:00,4,43.6399,-70.2538,04106,,,
1592301698,06/16/2020 06:01:38 -04:00,3,43.6422,-70.2321,04106,Petroleum ,,
1592306340,06/16/2020 07:19:00 -04:00,3,43.6427,-70.2445,04106,"Oil,  gas?",,
1592315731,06/16/2020 09:55:31 -04:00,4,43.6296,-70.2854,04106,Petrochemical,Eye throat and respiratory irritation,
1592324234,06/16/2020 12:17:14 -04:00,3,43.6373,-70.2803,04106,,,
1592349388,06/16/2020 19:16:28 -04:00,2,43.6401,-70.2557,04106,,,
1592389272,06/17/2020 06:21:12 -04:00,3,43.6441,-70.235,04106,,,
1592406097,06/17/2020 11:01:37 -04:00,3,43.6244,-70.2764,04106,Industrial ,,
1592469077,06/18/2020 04:31:17 -04:00,3,43.6244,-70.2779,04106,Industrial,,
1592471211,06/18/2020 05:06:51 -04:00,4,43.6414,-70.23,04106,Petroleum,,
1592472335,06/18/2020 05:25:35 -04:00,4,43.6301,-70.2861,04106,Petroleum related smell,Respiratory and eye irritation,
1592474682,06/18/2020 06:04:42 -04:00,5,43.6302,-70.2712,04106,,,
1592474684,06/18/2020 06:04:44 -04:00,5,43.6318,-70.2723,04106,"Petroleum, tar","Headache, eyes burning",
1592474810,06/18/2020 06:06:50 -04:00,5,43.6381,-70.2947,04106,Petroleum,,
1592477314,06/18/2020 06:48:34 -04:00,3,43.6296,-70.2831,04106,Petrochemical ,,
1592478720,06/18/2020 07:12:00 -04:00,2,43.6412,-70.2451,04106,Oil,,
1592480172,06/18/2020 07:36:12 -04:00,5,43.6314,-70.2857,04106,Terrible! Petroleum products ,,
1592538511,06/18/2020 23:48:31 -04:00,4,43.6324,-70.2438,04106,Burnt tar,"Nausea, headache ",
1592539997,06/19/2020 00:13:17 -04:00,5,43.6436,-70.2341,04106,Gulf tanks,Sick,
1592540424,06/19/2020 00:20:24 -04:00,4,43.6418,-70.2324,04106,Gulf,,
1592544320,06/19/2020 01:25:20 -04:00,5,43.6302,-70.2835,04106,Petrleum,Woken by house invasion  breathing irritation and headache,
1592546158,06/19/2020 01:55:58 -04:00,5,43.6347,-70.2436,04106,Burnt tar,"Headache, nausea ",
1592548874,06/19/2020 02:41:14 -04:00,4,43.6424,-70.2352,04106,Fumes,,
1592551570,06/19/2020 03:26:10 -04:00,3,43.6572,-70.2767,04102,Back Cove waste treatment facility,,
1592563165,06/19/2020 06:39:25 -04:00,3,43.6364,-70.2419,04106,Oil,Smell started around 11:30 through early morning hours. ,
1592571863,06/19/2020 09:04:23 -04:00,4,43.6269,-70.292,04106,"Petroleum, industrial",Burning sinuses,
1592601368,06/19/2020 17:16:08 -04:00,5,43.6504,-70.2742,04102,Terrible fuel oil smell. ,"Nausea, headache. Can’t even be outside. ",
1592610274,06/19/2020 19:44:34 -04:00,5,43.6523,-70.2718,04102,Tar,,
1592651000,06/20/2020 07:03:20 -04:00,4,43.6307,-70.2571,04106,Gas/oil,Sore throat,
1592661426,06/20/2020 09:57:06 -04:00,5,43.6289,-70.2839,04106,Horrible; ruining our breakfast on the porch,,
1592664463,06/20/2020 10:47:43 -04:00,3,43.6373,-70.2869,04106,,,
1592666545,06/20/2020 11:22:25 -04:00,3,43.6597,-70.2767,04102,,,
1592666566,06/20/2020 11:22:46 -04:00,3,43.6595,-70.2728,04101,,,
1592666583,06/20/2020 11:23:03 -04:00,2,43.6587,-70.2732,04101,,,
1592666872,06/20/2020 11:27:52 -04:00,2,43.6554,-70.2725,04101,,,
1592667194,06/20/2020 11:33:14 -04:00,1,43.6581,-70.2705,04101,,,
1592667207,06/20/2020 11:33:27 -04:00,2,43.6598,-70.2695,04101,,,
1592668337,06/20/2020 11:52:17 -04:00,2,43.6307,-70.2838,04106,Asphalt,,
1592674635,06/20/2020 13:37:15 -04:00,3,43.6383,-70.2947,04102,Petroleum tank fumes ,,
1592686923,06/20/2020 17:02:03 -04:00,2,43.6283,-70.2849,04106,,,
1592689806,06/20/2020 17:50:06 -04:00,4,43.6496,-70.2717,04102,Oil,Asthma headache,
1592690286,06/20/2020 17:58:06 -04:00,4,43.6515,-70.2724,04102,Tar,Headache and asthma,
1592711035,06/20/2020 23:43:55 -04:00,4,43.6308,-70.2422,04106,Burning rubber,,
1592711108,06/20/2020 23:45:08 -04:00,5,43.6333,-70.288,04106,Petroleum,,
1592711172,06/20/2020 23:46:12 -04:00,5,43.6318,-70.291,04106,Oil; exhaust ,"Headache, sinus pain",
1592711922,06/20/2020 23:58:42 -04:00,5,43.6204,-70.2724,04106," 
Burning fumes woke me up ",Nausea head ache insomnia ,
1592729638,06/21/2020 04:53:58 -04:00,5,43.6309,-70.2883,04106,Tank fumes-oil/tar,"Headache, sinus pain, stomach ache. Worst night of the year so far!! Lost sleep it smelled so strong even with windows closed!!! Toxic and nauseating!",
1592743253,06/21/2020 08:40:53 -04:00,4,43.6365,-70.279,04106,Oil,Throat irritation,
1592743876,06/21/2020 08:51:16 -04:00,5,43.6357,-70.2787,04106,Oil,,There is a ship unloading at Sprague. The smell is terrible.
1592744109,06/21/2020 08:55:09 -04:00,4,43.6289,-70.2904,04106,Petroleum ,"Sore throat, cough, dizziness, nausea",
1592744468,06/21/2020 09:01:08 -04:00,4,43.6306,-70.2859,04106,Petroleum ,Breathing irritation,
1592755278,06/21/2020 12:01:18 -04:00,5,43.6348,-70.2878,04106,Oil tank,,
1592764916,06/21/2020 14:41:56 -04:00,4,43.6241,-70.3048,04106,"Petroleum, tar",,
1592769992,06/21/2020 16:06:32 -04:00,4,43.6322,-70.2454,04106,Industrial-burning rubber,Headache,
1592785258,06/21/2020 20:20:58 -04:00,4,43.6252,-70.3032,04106,Petroleum,Headache,
1592787433,06/21/2020 20:57:13 -04:00,5,43.6316,-70.2852,04106,Asphalt ,Coats the inside of nose and mouth,
1592788363,06/21/2020 21:12:43 -04:00,5,43.6235,-70.3016,04106,"Petroleum, tar like","Headache, hard to breathe, ",
1592792128,06/21/2020 22:15:28 -04:00,4,43.6314,-70.29,04106,"Oil, tar","Headache, sinus pain",
1592792417,06/21/2020 22:20:17 -04:00,5,43.631,-70.2892,04106,Oil,,
1592794054,06/21/2020 22:47:34 -04:00,5,43.6237,-70.3019,04106,Petroleum,"Headache, cough, difficulty breathing",
1592821477,06/22/2020 06:24:37 -04:00,5,43.6341,-70.2761,04106,Tar,,
1592830215,06/22/2020 08:50:15 -04:00,4,43.6317,-70.286,04106,Petroleum,Breathing irritation,
1592831436,06/22/2020 09:10:36 -04:00,4,43.6302,-70.2912,04106,"Oil, tar, tank fumes",,
1592832499,06/22/2020 09:28:19 -04:00,1,43.6259,-70.3033,04106,,,
1592833278,06/22/2020 09:41:18 -04:00,4,43.6333,-70.2855,04106,Oil,,
1592843536,06/22/2020 12:32:16 -04:00,3,43.6273,-70.279,04106,Petroleum tank fumes ,Sore throat,
1592847042,06/22/2020 13:30:42 -04:00,5,43.6312,-70.2828,04106,Oil. Terrible. I should not have the inside — or the outside — of my home smell like this!,,
1592859418,06/22/2020 16:56:58 -04:00,2,43.6289,-70.2795,04106,Mildew,None,
1592867956,06/22/2020 19:19:16 -04:00,4,43.6504,-70.274,04102,Can smell the fuel tanks in my house. ,Headache. ,
1592868502,06/22/2020 19:28:22 -04:00,1,43.6421,-70.2427,04106,,,
1592870103,06/22/2020 19:55:03 -04:00,5,43.6482,-70.2735,04102,Oul,Headache,
1592871365,06/22/2020 20:16:05 -04:00,4,43.6352,-70.2778,04106,,,
1592871369,06/22/2020 20:16:09 -04:00,4,43.6368,-70.2781,04106,Oil,,
1592874196,06/22/2020 21:03:16 -04:00,5,43.653,-70.2737,04102,Tar,Makes me feel light headed. ,
1592876639,06/22/2020 21:43:59 -04:00,5,43.649,-70.2699,04102,VOC from Sout Portland,Headache !!!!,
1592914736,06/23/2020 08:18:56 -04:00,4,43.6377,-70.2755,04106,Oil,,
1592914847,06/23/2020 08:20:47 -04:00,4,43.6509,-70.2739,04102,,,
1592955064,06/23/2020 19:31:04 -04:00,5,43.6333,-70.2774,04106,,,
1592958344,06/23/2020 20:25:44 -04:00,5,43.6285,-70.2859,04106,Horrible strong petroleum stink,,
1592959162,06/23/2020 20:39:22 -04:00,4,43.6244,-70.3022,04106,Petroleum,"Headache, difficulty breathing",
1592959703,06/23/2020 20:48:23 -04:00,5,43.6303,-70.2879,04106,"Oil, tar, petroleum ","Headache, sinus pain, nausea",
1592962429,06/23/2020 21:33:49 -04:00,4,43.6304,-70.2835,04106,Petroleum,Breathing irritation,
1592966862,06/23/2020 22:47:42 -04:00,4,43.6333,-70.2477,04106,Tank fumes,Who know which terminal. Smells like global or sprague,
1592971965,06/24/2020 00:12:45 -04:00,4,43.6521,-70.2746,04102,Asphalt fumes,Headache,
1592973428,06/24/2020 00:37:08 -04:00,4,43.651,-70.2726,04102,Can smell the tank farm in my house. ,Headache,
1593012774,06/24/2020 11:32:54 -04:00,4,43.6496,-70.2761,04102,Oil/fuel,Headache,
1593035905,06/24/2020 17:58:25 -04:00,3,43.6516,-70.2749,04102,Tanks,,
1593036418,06/24/2020 18:06:58 -04:00,4,43.6486,-70.2745,04102,Fuel oil,Headache ,
1593047085,06/24/2020 21:04:45 -04:00,3,43.6457,-70.2435,04106,Oil,,
1593047257,06/24/2020 21:07:37 -04:00,3,43.6436,-70.2443,04106,Oil,,
1593051268,06/24/2020 22:14:28 -04:00,5,43.6434,-70.2354,04106,Tanky toxice,Closed windows nausea ,
1593051518,06/24/2020 22:18:38 -04:00,4,43.6488,-70.2704,04102,Smells like heated asphalt,Unpleasant to fall asleep to now that it is summer and windows are open at night,
1593060562,06/25/2020 00:49:22 -04:00,3,43.634,-70.2709,04106,Petroleum tank fumes ,Sore throat irritation ,
1593072222,06/25/2020 04:03:42 -04:00,4,43.6328,-70.2695,04106,Burning,,
1593085615,06/25/2020 07:46:55 -04:00,3,43.6333,-70.2711,04106,Petroleum tank fumes ,Throat irritation ,
1593088748,06/25/2020 08:39:08 -04:00,3,43.6358,-70.2434,04106,Petroleum,,
1593105985,06/25/2020 13:26:25 -04:00,4,43.653,-70.272,04102,Can smell the asphalt tank in my house. ,Headache,
1593108597,06/25/2020 14:09:57 -04:00,4,43.6502,-70.2753,04102,Oil/fuel ,"Headache, nausea",
1593112462,06/25/2020 15:14:22 -04:00,4,43.6524,-70.2704,04102,Fuel tanks stink today. ,Light headed. ,
1593116136,06/25/2020 16:15:36 -04:00,4,43.6531,-70.2717,04102,Tar smell from tank farm. ,Headache ,
1593125009,06/25/2020 18:43:29 -04:00,2,43.6308,-70.2843,04106,"Oil
",,
1593131032,06/25/2020 20:23:52 -04:00,4,43.6527,-70.2743,04102,Oil tanks ruining a beautiful evening ,,
